type,title,rights,ispublished,full_text_status,pres_type,keywords,note,abstract,date_type,date,event_title,event_location,event_dates,event_type,id_number,institution,department,refereed,book_title,official_url,Attribute:id,publisher,publication,volume,pagerange,issn,succeeds,isbn,referencetext,place_of_pub,pages,grado,thesis_type,master_title,item_issues_count,number,monograph_type,series
article,Anotación de contenidos en la Web del futuro,none,pub,public,,"oeg, España Virtual",Ontology Engineering Group – OEG,"En este artículo presentamos el estado y las tendencias actuales de los enfoques y herramientas de recursos Web en el contexto de las áreas de la Web Semántica, ...",published,2009-01,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/3996,,Novática,,28-32,0211-2124,,,,,,,,,0,197,,
article,"Terminología, Ontologías y Multilingualidad",none,pub,public,,oeg,Ontology Engineering Group – OEG,"La terminología entendida como la descripción y la organización de los conceptos de un dominio de conocimiento, las relaciones entre los conceptos y los términos o las definiciones que denotan esos conceptos están presentes en diferentes ámbitos. ...",published,2009,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/6513,,Revista Puntoycoma,,1-10,1830-5415,,,,,,,,,0,115,,
book_section,Una visión interdisciplinar de la anotación semántica,none,pub,public,,"oeg, SEMANTIC SERVICES, Geobuddies",Ontology Engineering Group – OEG,"Hoy en día Internet es la principal fuente de información. Es inmensa la cantidad de documentos accesibles en lo que se conoce como la World Wide Web (WWW) o, simplemente, la web o la red. ...",published,2009,,,,,,Informatica,Inteligencia_Artificial,TRUE,Terminología y Sociedad del conocimiento,,http://oa.upm.es/id/eprint/6512,Peter Lang,,,219-254,,,978-3-0-3911-593-8,,,,,,,0,,,
conference_item,Context Management in Mobile Environments: a Semantic Approach,by-nc-nd,pub,public,paper,"oeg, Context, context management, context ontology, context-aware services",Ontology Engineering Group – OEG,"This paper presents a first draft of a context management model and architecture in the scope of mobile end-user services, paying special attention to mobile scenarios and specific mobility environments. The paper describes our notion of context and presents the process followed for developing the ontologies for representing context, providing an overview of the first version of these ontologies. Besides, we propose an architecture for managing context in mobile environments, including high-level descriptions of the components that compose it, as well as some low level details regarding the contextual interfaces involved. To show the way all these components interoperate and the advantages of the defined architecture and semantic model, we describe a use case with specific implementation details",published,2009,"Workshop on Context, Information and Ontologies, CIAO 2009","Heraklion, Grecia",01/06/2009 - 01/06/2009,conference,,Informatica,Lenguajes,TRUE,"Proceedings of  the 1st Workshop on Context, Information and Ontologies ,CIAO 2009",http://semanticweb.org/wiki/CIAO2009,http://oa.upm.es/id/eprint/5438,"ACM, Association for Computing Machinery",,,,,,978-1-60558-528-4,,"New York, USA",,,,,0,,,
book_section,OntologyTest: A Tool to Evaluate Ontologies through Tests Defined by the User,none,pub,public,,oeg,Ontology Engineering Group – OEG,"The ontology evaluation utilities that are currently available allow the user to check the internal consistency of an ontology, its syntactical correctness and, at most, the fulfillment of some philosophical constraints related to rigidity or identity. However, there is no contribution in the ontology evaluation field that proposes a method to dynamically test ontologies with regard to their functional specification. Thus, no software for this task has been built until now. This paper presents a tool, OntologyTest, designed to overcome this drawback. The tool allows the user to define a set of tests to check the ontology’s functional requirements, to execute them, and to inspect the results of the execution. The whole set of tests (or a particular test) can be executed at any time; thus it simplifies the testing of ontology both during its development and during its evolution.",published,2009,,,,,,Informatica,Inteligencia_Artificial,TRUE,OntologyTest: A Tool to Evaluate Ontologies through Tests Defined by the User,,http://oa.upm.es/id/eprint/5453,Springer-Verlag,,,,,,,,,,,,,0,,,
conference_item,Preliminary Results in Tag Disambiguation using DBpedia,none,pub,public,paper,"oeg, GeoBuddies, España Virtual",Ontology Engineering Group – OEG,"The availability of tag-based user-generated content for a variety of Web resources (music, photos, videos, text, etc.) has largely increased in the last years. Users can assign tags freely and then use them to share and retrieve information. However, tag-based sharing and retrieval is not optimal due to the fact that tags are plain text labels without an explicit or formal meaning, and hence polysemy and synonymy should be dealt with appropriately. To ameliorate these problems, we propose a context-based tag disambiguation algorithm that selects the meaning of a tag among a set of candidate DBpedia entries, using a common information retrieval similarity measure. The most similar DBpedia en-try is selected as the one representing the meaning of the tag. We describe and analyze some preliminary results, and discuss about current challenges in this area.",published,2009,First International Workshop Collective Knowledge Capturing and Representation CKCaR09,"Redondo Beach, California, USA",September 2009,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the First International Workshop Collective Knowledge Capturing and Representation CKCaR09,,http://oa.upm.es/id/eprint/6377,,,,,,,,,,8,,,,0,,,
book_section,Ontology Repositories,none,pub,public,,"oeg, The Network of Excellence Knowledge Web, NeOn",Ontology Engineering Group – OEG,"The growing use and application of ontologies in the last years has led to an increased interest of researchers and practitioners in the development of ontologies, either from scratch o by reusing existing ones. ...",published,2009,,,,,,Informatica,Inteligencia_Artificial,TRUE,Handbook on Ontologies,,http://oa.upm.es/id/eprint/6430,Springer,,,551-572,,,978-3-540-70999-2,,,,,,,0,,,International Handbooks on Information Systems
conference_item,Guidelines for the Specification and Design of Large-Scale Semantic Applications,by-nc-nd,pub,public,paper,oeg,Ontology Engineering Group – OEG,"This paper presents a set of guidelines to help software engineers with the specification and design of large-scale semantic applications by defining new processes for Requirements Engineering and Design for semantic applications. To facilitate its use to software engineers not experts in semantic technologies, several techniques are provided, namely, a characterization of large-scale semantic applications, common use cases that appear when developing this type of application, and a set of architectural patterns that can be used for modelling the architecture of semantic applications. The paper also presents an example of how these guidelines can be used and an evaluation of our contributions using the W3C Semantic Web use cases.",published,2009,"4th Asian Semantic Web Conference, ASWC 2009)","Shangai, China",06/12/2009 - 09/12/2009,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the 4th Asian Semantic Web Conference, ASWC 2009",http://www.springerlink.com/content/wj46748v840971h3/,http://oa.upm.es/id/eprint/5428,Springer Verlag,,5926,,,,9783642108709,,"Berlin, Alemania",,,,,0,,,
conference_item,Malas prácticas en ontologías,by-nc-nd,pub,public,paper,"oeg, patrones, antipatrones, malas prácticas, ontologías",Ontology Engineering Group – OEG,"Los denominados patrones de diseño ontológico (Ontology Design  Patterns u ODPs), definidos como soluciones a problemas de diseño, suponen  una ayuda para los desarrolladores durante la modelización de ontologías,  proporcionan una guía en el desarrollo y en la evaluación, y mejoran la calidad  de las ontologías resultantes. Sin embargo, se ha demostrado que los  desarrolladores de ontologías tienen dificultades para reutilizar los patrones de  diseño correctos, incluyendo en estos casos errores en la modelización. Para  evitar la aparición de errores de modelado en ontologías, en este artículo se  propone una clasificación de los mismos en dos tipos: (1) errores de modelado  relacionados con ODPs  existentes, llamados  antipatrones; y (2) errores de  modelado no relacionados con ODPs existentes, denominados malas prácticas.  Esta clasificación ha surgido fruto del análisis de un conjunto de ontologías.  Este artículo se centra en las malas prácticas encontradas durante dicho análisis,  presentando una clasificación de las mismas y una serie de ejemplos.",published,2009,CAEPIA-TTIA 2009,"Sevilla, España",09/11/2009 - 13/11/2009,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of CAEPIA-TTIA 2009,http://www.lsi.us.es/caepia09/,http://oa.upm.es/id/eprint/5468,Asociación Española para la Inteligencia Artificial,,,,,,,,España,,,,,0,,,
book_section,Construcción de ontologías a partir de tesauros,none,pub,public,,oeg,Ontology Engineering Group – OEG,"Tradicionalmente, los tesauros han sido una de las formas más extendidas para la organización y formalización del conocimiento. Estos, a través de su vocabulario controlado y relaciones, resultan destacados instrumentos para la organización y gestión del conocimiento de un área específica. La importancia de estas formas de organización originó tres estándares para llevar a cabo un proceso de construcción normalizado.

El surgimiento de la Web Semántica permite que los datos sean compartidos y reutilizados a través de diferentes aplicaciones y comunidades. Este hecho conlleva un replanteamiento de las formas de organización del conocimiento y, por tanto, un cambio de estrategia. Estos cambios están vinculados a la necesidad de especificar de manera formal y explícita la semántica asociada a la información de una manera más eficiente que la realizada hasta el momento por los tesauros. Ante esta situación, el uso y desarrollo de ontologías se manifiesta como la mejor forma de especificar la semántica según lo requiere la Web Semántica. Esto está motivando que el proceso de reingeniería y/o la migración de los tesauros tradicionales a ontologías se esté convirtiendo en una tendencia actual.",published,2009,,,,,,Informatica,Inteligencia_Artificial,TRUE,Semántica Espacial y descubrimiento de conocimientos para desarrollo sostenible,,http://oa.upm.es/id/eprint/5129,CUJAE,,,59-78,,,978-959-261-282-2,,,,,,,0,,,
conference_item,Facilitating Requirements Engineering of Semantic applications,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"This paper presents a detailed Requirements Engineering process for the development of semantic applications. It presents the activities for requirements elicitation and analysis and shows how to follow these activities in an example case study. To facilitate its use by software engineers that are not experts in semantic technologies, several resources are provided, namely a comprehensive collection of the characteristics of semantic applications and two catalogues of use cases and system models.",published,2008-12,Semantic Web Applications and Perspectives (SWAP 2008),"Rome, Italy",15/12/2008 - 17/12/2008,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings Semantic Web Applications and Perspectives (SWAP 2008),,http://oa.upm.es/id/eprint/4927,,,,,,,1613-0073,,,,,,,0,,,
conference_item,Selecting and Customizing a Mereology Ontology for its Reuse in a Pharmaceutical Product Ontology,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"This paper presents our experience in reusing mereology ontologies in a
Pharmaceutical Product ontology, an ontology built by the EU NeOn project. It
shows a set of mereology ontologies implemented in different machine
interpretable languages and analyzes them according to the different types of
mereology identified by Varzi. Then, it describes the specifications of mereology
modeling necessities for Pharmaceutical Product. Finally, it presents the ontology
which fits best with the specifications. One of the results of this work is a
procedure to reuse general (also called common) ontologies.",published,2008-11,The 5th International Conference on Formal Ontologies in Information Systems (FOIS 2008),"Saarbrücken, GERMANY","October 31-November 3, 2008",conference,,Informatica,Inteligencia_Artificial,TRUE,Proceeding of the 2008 conference on Formal Ontology in Information Systems: Proceedings of the Fifth International Conference (FOIS 2008),,http://oa.upm.es/id/eprint/5207,,,,,,,978-1-58603-923-3,,,,,,,0,,,
monograph,Mappings for the Semantic Web,none,pub,public,,oeg,Ontology Engineering Group – OEG,"Mappings usually relate two similar knowledge aware resources. Mapping examples abound in thesauri, databases, and ontologies. Additionally, mapping systems can relate two different knowledge resources, such as databases and ontologies. All these mappings are operationally different and are sometimes named differently— for example, correspondences, semantic bridges, transformations, semantic relations, functions, conversions, and domain-method relations",published,2008-11,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/5101,IEEE,,,,1541-1672,,,,IEEE Intelligent Systems. Trends & Controversies (por invitación),2,,,,0,,working_paper,
conference_item,A Semantic Data Grid for Satellite Mission Quality Analysis,none,pub,public,paper,oeg OntoGrid,Ontology Engineering Group – OEG,"The combination of Semantic Web and Grid technologies and architectures cases the development of applications that share heterogeneous resource,, (data and computing elements) that belong to several organisations. The Aerospace domain has an extensive and heterogeneous network of facilities and institutions, with a strong need to share both data and computational resources for complex processing tasks. One such task is monitoring and data analysis for Satellite Missions. This paper presents a Semantic Data Grid for satellite missions, where flexibility, scalability, interoperability, extensibility and efficient development have been considered the key issues to be addressed.",published,2008-11,7th International Semantic Web Conference (ISWC2008),"Karlsruhe, Germany","October 27, 2008",conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 7th International Semantic Web Conference (ISWC2008),,http://oa.upm.es/id/eprint/2662,Springer,Semantic Web - Iswc 2008,LNCS 5,818-832,,,978-3-540-88563-4,,,,,,,0,,,
conference_item,Propiedades de Calidad de Servicio en el Descubrimiento de Recursos Grid,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Uno de los problemas abiertos en el contexto de las Arquitecturas Orientadas a Servicios es del descubrimiento de recursos y/o servicios adecuados para llevar a cabo una tarea determinada. Los proveedores de información Grid básicamente ofrecen información funcional sobre los recursos Grid que monitorizan, por lo que los modelos de información Grid básicamente representan esta información sintáctica, y los consumidores de información Grid usan normalmente dichas propiedades funcionales para seleccionar recursos. En la práctica, muchos trabajos se reinician debido a fallos en los recursos, aunque existen iniciativas que tratan de usar técnicas aisladas para manejar algunas propiedades de calidad de servicio. En el presente artículo se propone un nuevo enfoque para modelar recursos Grid junto con propiedades de calidad de servicio. Por un lado, este modelo está basado en una ontología desarrollada para integrar los modelos existentes tanto a nivel de representación de información Grid como de calidad de servicio en general. Por otro lado, también propone la creación de un sistema de medida - actualmente en desarrollo - para algunas propiedades de calidad de servicio (disponibilidad, rendimiento y fiabilidad).",published,2008-10,"IV Jornadas Científico-Técnicas en Servicios Web y SOA, JSWEB2008","Sevilla, España",29/10/2008 - 30/10/2008,conference,,Informatica,Inteligencia_Artificial,TRUE,"Actas de las IV Jornadas Científico-Técnicas en Servicios Web y SOA, JSWEB2008",,http://oa.upm.es/id/eprint/5658,Universidad de Sevilla,,,,,,978-84-691-6710-6,,"Sevilla, España",,,,,0,,,
book_section,Benchmarking in the Semantic Web,none,pub,public,,oeg,Ontology Engineering Group – OEG,"The Semantic Web technology needs to be thoroughly evaluated for providing objective results and obtaining massive improvement in its quality; thus, the transfer of this technology from research to industry will speed up. This chapter presents software benchmarking, a process that aims to improve the Semantic Web technology and to find the best practices. The chapter also describes a specific software benchmarking methodology and shows how this methodology has been used to benchmark the interoperability of ontology development tools, employing RDF(S) as the interchange language.",published,2008-10,,,,,,Informatica,Inteligencia_Artificial,TRUE,Semantic Web Engineering in the Knowledge Society,,http://oa.upm.es/id/eprint/3993,Information Science Reference – IGI Global,,,341-370,,,978-1-60566-112-4,,,,,,,0,,,
book_section,The SEEMP Approach to Semantic Interoperability for E-Employment,none,pub,public,,"oeg, SEEMP",Ontology Engineering Group – OEG,"SEEMP is a European Project that promotes increased partnership between labour market actors and the development of closer relations between private and public employment services, making optimal use of the various actors’ specific characteristics, thus providing job-seekers and employers with better services. The need for a flexible collaboration gives rise to the issue of interoperability in both data exchange and share of services. SEEMP proposes a solution that relies on the concepts of services and semantics in order to provide a meaningful service-based communication among labour market actors requiring a minimal shared commitment.",published,2008-09-30,,,,,,Informatica,Inteligencia_Artificial,TRUE,Concurrency and Computation: Practice and Experience,,http://oa.upm.es/id/eprint/5039,Springer,,,105-124,,,978-1-60566-066-0,,,19,,,,0,,,
book_section,Semantic Web-enabled Protocol Mediation for the Logistics Domain,none,pub,public,,oeg,Ontology Engineering Group – OEG,"Among the problems that arise when trying to make different applications interoperate with each other, protocol mediation is one of the most difficult ones and for which less relevant literature can be found. Protocol mediation is concerned with non-matching message interaction patterns in application interaction. In this paper we describe the design and implementation of a protocol mediation component that has been applied in the interoperation between two heterogeneous logistic provider systems (using two different standards: RosettaNet and EDIFACT), for a specific freight forwarding task.",published,2008-09,,,,,10.4018/978-1-60566-066-0.ch004,Informatica,Inteligencia_Artificial,TRUE,Semantic Web for Business: Cases and Applications,http://www.igi-global.com/bookstore/Chapter.aspx?TitleId=28863,http://oa.upm.es/id/eprint/5653,"IGI Global, Information Science Reference",,,65-82,,,978-1-60566-066-0,,"Hershey, Pennsylvania",416,,,,0,,,
conference_item,The Semantic Web Framework: a component-based framework for the development of Semantic Web applications,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,---,published,2008-09,19th Internacional Conference on Database and Expert Systems Application (DEXA-WebS 2008),"Turin, Italia",Septiembre 2008,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings 19th Internacional Conference on Database and Expert Systems Application (DEXA-WebS 2008),,http://oa.upm.es/id/eprint/4925,,,,,,,978-0-7695-3299-8,,,,,,,0,,,
conference_item,Using Natural Language Patterns for the Development of Ontologies,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"The combination of certain linguistic units that recurrently appear in text genres has attracted
the attention of many researchers in several domains, as they can provide valuable
information about different types of relations. In this paper, the focus will be on some of these
combinatory units, referred to as Lexico-Syntactic Patterns (LSPs) that provide information
about conceptual relations. The aim of this research is to detect recurrent patterns that express
some of the most common conceptual relations present in ontologies. The purpose of this
paper is to present the different strategies we have followed to identify LSPs which
correspond to some of the main ontological relations, as well as an excerpt of the repository
of LSPs that is currently being built.",published,2008-09,VII Congreso Internacional de la Asociación Europea de Lenguas para Fines Específicos (AELFE 2008),"La Manga, Murcia, España",18-20 de septiembre de 2008,other,,Informatica,Inteligencia_Artificial,TRUE,"Researching and teaching specialized languages: new contexts, new challenges",,http://oa.upm.es/id/eprint/5192,,,,,,,978-84-691-5718-3,,,13,,,,0,,,
conference_item,VPOET: Using a Distributed Collaborative Platform for Semantic Web Applications,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"This paper describes a distributed collaborative wiki-based platform that has been designed to facilitate the development of Semantic Web applications. The applications designed using this platform are able to build semantic data through the cooperation of different developers and to exploit that semantic data. The paper shows a practical case study on the application VPOET, and how an application based on Google Gadgets has been designed to test VPOET and let human users exploit the semantic data created. This practical example can be used to show how different Semantic Web technologies can be integrated into a particular Web application, and how the knowledge can be cooperatively improved.",published,2008-09,2nd International Symposium on Intelligent Distributed Computing (IDC2008),"Catania, Italy","September 18-20, 2008",conference,,Informatica,Inteligencia_Artificial,TRUE,"Intelligent Distributed Computing, Systems and Applications",,http://oa.upm.es/id/eprint/2657,Springer,,SCI 16,167-176,,,978-3-540-85256-8,,,,,,,0,,,
conference_item,Large-scale benchmarking of the OWL interoperability of Semantic Web technologies,none,pub,public,other,oeg,Ontology Engineering Group – OEG,---,published,2008-08,2nd IEEE Internacional Conference on Semantic Computing (ICSC 2008),"Santa Clara, CA, USA",4-7 agosto 2008,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 2nd IEEE Internacional Conference on Semantic Computing (ICSC 2008),,http://oa.upm.es/id/eprint/4211,IEEE Computer Society,,,,,,978-0-769-53279-0,,,,,,,0,,,
conference_item,Modelling Multilinguality in Ontologies,none,pub,public,poster,oeg,Ontology Engineering Group – OEG,"an impending need for institutions
worldwide with valuable linguistic resources
in different natural languages.
Since most ontologies are developed in
one language, obtaining multilingual ontologies
implies to localize or adapt them
to a concrete language and culture community.
As the adaptation of the ontology
conceptualization demands considerable
efforts, we propose to modify the ontology
terminological layer, and provide a
model called Linguistic Information Repository
(LIR) that associated to the ontology
meta-model allows terminological
layer localization.",published,2008-08,The 22nd International Conference on Computational Linguistics (Coling 2008),"Manchester, Reino Unido",18-22 de agosto de 2008,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the 22nd International Conference on Computational Linguistics (Coling 2008),,http://oa.upm.es/id/eprint/5191,,,,,,,978-1-905593-47-7),,,4,,,,0,,,
conference_item,First Attempt towards a Standard Glossary of Ontology Engineering Terminology,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"In this paper we present the consensus reaching process followed
within the NeOn consortium for the identification and definition of the
activities involved in the ontology network development process. This work
was conceived due to the lack of standardization in the Ontology Engineering
terminology, which clearly contrasts with the Software Engineering field that
boasts the IEEE Standard Glossary of Software Engineering Terminology.
The paper also includes the NeOn Glossary of Activities, which is the result
of the consensus reaching process here explained. Our future aim is to
standardize the NeOn Glossary of Activities.",published,2008-08,The 8th International Conference on Terminology and Knowledge Engineering,"Copenhagen, DENMARK","August 18-August 21, 2008",conference,,Informatica,Inteligencia_Artificial,TRUE,Managing ontologies and lexical resources. TKE 2008 8th International Conference on Terminology and KE.,,http://oa.upm.es/id/eprint/5210,,,,,,,87-91242-50-9,,,,,,,0,,,
conference_item,The IGN-E case: Integrating through a hidden ontology,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"National Geographic Institute of Spain (IGN-E) wanted to integrate its main information sources for building a common vocabulary reference and thus to manage the huge amount of information it held. The main problem of this integration is the great heterogeneity of data sources. The Ontology Engineering Group (OEG) is working with IGN-E to attain this objective in two phases: first, by creating automatically an ontology using the semantics of catalogues sections, and second, by discovering mappings automatically that can relate ontology concepts to database instances. So, these mappings are the instruments to break the syntactic, semantic and granularity heterogeneity gap. We have developed software for building a first ontology version and for discovering automatically mappings using techniques that take into account all types of heterogeneity. The ontology contains a set of extra-attributes which are identified in the building process. The ontology, called PhenomenOntology, will be reviewed by domain experts of IGN-E. The automatic mapping discovery will be also used for discovering new knowledge that will be added to the ontology. For increasing the usability and giving independence to different parts, the processes of each phase will be designed automatically and as upgradeable as possible.",published,2008-06-23,The 13th International Symposium on Spatial Data Handling (SDH 2008),"Montpellier, Francia",23-25 de junio de 2008,conference,,Informatica,Inteligencia_Artificial,TRUE,The 13th International Symposium on Spatial Data Handling (SDH 2008),,http://oa.upm.es/id/eprint/5112,,,,,,,978-3-540-68565-4,,,16,,,,0,,,
conference_item,Enriching Ontologies with Multilingual Information,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Organizations working in a multilingual environment demand multilingual ontologies. To solve this problem we propose LabelTranslator, a system that automatically localizes ontologies. Ontology localization consists of adapting an ontology to a concrete language and cultural community.
LabelTranslator takes as input an ontology whose labels are described in a source natural language and obtains the most probable translation into a target natural language of each ontology label. Our main contribution is the automatization of this process which reduces human efforts to localize an ontology manually. First, our system uses a translation service which obtains automatic translations of each ontology label (name of an ontology term) from/into English, German, or Spanish by consulting different linguistic resources such as lexical databases, bilingual dictionaries, and terminologies. Second, a ranking method is used to sort each ontology label according to similarity with its lexical and semantic context.
The experiments performed in order to evaluate the quality of translation show that our approach is a good approximation to automatically enrich an ontology with multilingual information.",published,2008-06,"The Semantic Web: Research and Applications, 5th European Semantic Web Conference, ESWC 2008","Tenerife, Spain",June 2008,conference,,Informatica,Inteligencia_Artificial,TRUE,"Proceedings of the Semantic Web: Research and Applications, 5th European Semantic Web Conference, ESWC 2008",,http://oa.upm.es/id/eprint/5188,Springer-Verlag,,5021,,,,3-540-68233-3  978-3-540-68233-2,,,15,,,,0,,,
conference_item,LabelTranslator: A Tool to Automatically Localize an Ontology,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"This demo proposal briefly presents LabelTranslator, a system that suggests translations of ontology labels, with the purpose of localizing ontologies. LabelTranslator takes as input an ontology whose labels are described in a source natural language and obtains the most probable translation of each ontology label into a target natural language.Our main contribution is the automatization of this process, which reduces human efforts to localize manually the ontology.",published,2008-06,1st European Semantic Web Conference (ESWC 2008),"Tenerife, Spain",1- 5 June 2008,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the demo 1st European Semantic Web Conference (ESWC 2008),,http://oa.upm.es/id/eprint/6251,,,,,,,,,,,,,,0,,,
article,Problem-solving methods for understanding process executions,none,pub,public,,oeg OntoGrid,Ontology Engineering Group – OEG,"Problem-solving methods are high-level, domain-independent, reusable knowledge templates that support the development of knowledge-intensive applications. The authors show how to use them to bolster subject-matter experts' understanding of process execution by implementing such methods into the Knowledge-Oriented Provenance Environment.",published,2008-06,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/2649,,Computing in Science &amp; Engineering,10,47-52,0267-6192,,,,,,,,,0,3,,
conference_item,ecReport: a collaborative web tool for reporting R&D projects,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Producing periodic progress reports of collaborative R&D projects is usually a tedious, error-prone and costly task that is mainly performed combining a set of isolated tools and manual processes. We present the ecReport system, which is a configurable reporting tool that is especially focused in collaborative EC-funded R&D projects, although it can be used for other purposes. This tool is based on the use of ontologies about different aspects of this type of projects (people, organisations, deliverables, etc.), and gives full support to the acquisition of data for periodic project reports and to the generation of reports from this data, and allows publishing this data in open formats like RDF.",published,2008-06,R&D Management Conference 2008,"Ottawa, Canada",17/06/2008 - 20/06/2008,conference,,Informatica,Inteligencia_Artificial,TRUE,Proceedings of the R&D Management Conference 2008,http://www.telfer.uottawa.ca/RnDManagement2008/program.shtml,http://oa.upm.es/id/eprint/5297,Universidad de Ottawa,,,,,,,,"Ottawa, Canada",,,,,0,,,
conference_item,Helping Naive Users to Reuse Ontology Design Patterns,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"The decisive launching of the Semantic Web depends on two key
factors: the design of sound methodologies for guiding users in the reuse of
available knowledge resources that speed up the ontology development, and the
suitability of those methodologies for an average user. In this paper we propose
a method for the reuse of ontology design patterns aimed at users with little
expertise in ontology development, i.e. naive users. The method workflow is
explained in the light of some examples of reuse of logical ontology design
patterns: the SubClassOf relation, Exhaustive Classes and Disjoint Classes
patterns.",published,2008-06,1st International Workshop on Reuse and Reengineering over the Semantic Web (en la conferencia European Semantic Web Conference (ESWC 2008),"Tenerife, España",1-6 de junio de 2008,conference,,Informatica,Inteligencia_Artificial,TRUE,"The Semantic Web: Research and Applications: 5th European Semantic Web Conference, ESWC 2008",,http://oa.upm.es/id/eprint/5193,,,Lectur,,,,-,,,9,,,,0,,,
conference_item,ODEWiki: A Semantic Wiki That Interoperates with the ODESeW Semantic Portal,none,pub,public,paper,"oeg, Semantic Wiki, ODEWiki",Ontology Engineering Group – OEG,"We present ODEWiki, a technology for the development of Semantic Wikis, which has a combined set of added-value features over other existing semantic wikis in the state of the art. Namely, ODEWiki interoperates with an existing semantic portal technology (ODESeW), it manages inconsistencies raised because of the distributed nature of knowledge base development and maintenance, it uses RDFa for the annotation of the resulting wiki pages, it follows a WYSIWYG approach, and it allows decoupling wiki pages and ontology instances, that is, a wiki page may contain one or several ontology instances. Although some of these features appear in some of the state-of-the-art semantic wikis, but they are not combined together in a single solution.",published,2008-06,"5th European Semantic Web Conference , ESWC2008","Tenerife, España",01/06/2008 - 05/06/2008,conference,,Informatica,Inteligencia_Artificial,TRUE,"The Semantic Web: Research and Applications, Proceedings of the 5th European Semantic Web Conference, ESWC 2008",http://www.springerlink.com/content/978-3-540-68233-2/#section=277322&page=1,http://oa.upm.es/id/eprint/5298,Springer-Verlag,,LNCS 5,,,,978-3-540-68234-9,,"New York, EEUU",859,,,,0,,,
conference_item,Tagging Spanish Texts: the Problem of ‘se’,none,pub,public,paper,oeg,Ontology Engineering Group – OEG,"Automatic tagging in Spanish has historically faced many problems because of some specific grammatical constructions. One of these traditional pitfalls is the ‘se’ particle. This particle is a multifunctional and polysemous word used in many different contexts. Many taggers do not distinguish the possible uses of ‘se’ and thus provide poor results at this point. In tune with the philosophy of free software, we have taken a free annotation tool as a basis, we have improved and enhanced its behaviour by adding new rules at different levels and by modifying certain parts in the code to allow for its possible implementation in other EAGLES-compliant tools. In this paper, we present the analysis carried out with different annotators for selecting the tool, the results obtained in all cases as well as the improvements added and the advantages of the modified tagger.",published,2008-05-26,Language Resources and Evaluation Conference (LREC 2008),"Marrakech, Morocco.",28-30 de mayo de 2008,conference,,Informatica,Inteligencia_Artificial,TRUE,Language Resources and Evaluation Conference (LREC 2008).,,http://oa.upm.es/id/eprint/5113,,,,,,,2-9517408-4-0,,,5,,,,0,,,
other,Ejecución de acciones condicionadas por esquemas lingüísticos,by-nc-nd,unpub,public,,,Ontology Engineering Group  OEG,"In the information society large amounts of information are being generated and transmitted constantly, especially in the most natural way for humans, i.e., natural language. Social networks, blogs, forums, and Q&A sites are a dynamic Large Knowledge Repository. So, Web 2.0 contains structured data but still the largest amount of information is expressed in natural language. Linguistic structures for text recognition enable the extraction of structured information from texts. However, the expressiveness of the current structures is limited as they have been designed with a strict order in their phrases, limiting their applicability to other languages and making them more sensible to grammatical errors. To overcome these limitations, we present a linguistic structure named “linguistic schema”, with a richer expressiveness that introduces less implicit constraints over annotations. The Linguistic-conditioned action executor uses these linguistic schemata to detect sentences that match a particular schema, extract the relevant information defined as variables in the schema, and execute arbitrary actions that can be added to the system as plugins, providing a framework to perform any action based on the information provided by natural language text.",completed,2008-05-20,,,,,,Informatica,Inteligencia_Artificial,TRUE,,,http://oa.upm.es/id/eprint/43591,,,,,,,,,"Madrid, España",,,,,,,,
